56,MSC-A,168,clueweb12-0206wb-77-00447,1,1,Re-Rank
56,MSC-A,168,clueweb12-0010wb-37-07328,2,1,Re-Rank
56,MSC-A,168,clueweb12-0006wb-06-30792,3,1,Re-Rank
56,MSC-A,168,clueweb12-0204wb-12-17509,4,1,Re-Rank
56,MSC-A,168,clueweb12-0100wb-13-01656,5,1,Re-Rank
56,MSC-A,168,clueweb12-0200wb-81-11587,6,1,Re-Rank
56,MSC-A,168,clueweb12-0200wb-36-26848,7,1,Re-Rank
56,MSC-A,168,clueweb12-0107wb-28-13598,8,1,Re-Rank
56,MSC-A,168,clueweb12-0004wb-61-21890,9,1,Re-Rank
56,MSC-A,168,clueweb12-0000tw-20-14566,10,1,Re-Rank
56,MSC-A,168,clueweb12-0004wb-47-04661,11,1,Re-Rank
56,MSC-A,168,clueweb12-0013wb-42-20611,12,1,Re-Rank
56,MSC-A,168,clueweb12-0011wb-47-07607,13,1,Re-Rank
56,MSC-A,168,clueweb12-0004wb-61-21904,14,1,Re-Rank
56,MSC-A,168,clueweb12-0211wb-31-24706,15,1,Re-Rank
56,MSC-A,168,clueweb12-0003wb-71-21251,16,1,Re-Rank
56,MSC-A,168,clueweb12-0211wb-23-30672,17,1,Re-Rank
56,MSC-A,168,clueweb12-0007wb-46-25623,18,1,Re-Rank
56,MSC-A,168,clueweb12-0000wb-94-17668,19,1,Re-Rank
56,MSC-A,168,clueweb12-0101wb-73-09295,20,1,Re-Rank
56,MSC-A,168,clueweb12-0000wb-10-13687,21,1,Re-Rank
56,MSC-A,168,clueweb12-0204wb-20-21090,22,1,Re-Rank
56,MSC-A,168,clueweb12-0211wb-41-25903,23,1,Re-Rank
56,MSC-A,168,clueweb12-0013wb-50-00884,24,1,Re-Rank
56,MSC-A,168,clueweb12-0207wb-05-05524,25,1,Re-Rank
56,MSC-A,168,clueweb12-0009wb-51-09002,26,1,Re-Rank
56,MSC-A,168,clueweb12-0006wb-44-17854,27,1,Re-Rank
56,MSC-A,168,clueweb12-0200wb-24-31428,28,1,Re-Rank
56,MSC-A,168,clueweb12-0202wb-91-26326,29,1,Re-Rank
56,MSC-A,168,clueweb12-0003wb-52-30068,30,1,Re-Rank
56,MSC-A,168,clueweb12-0001wb-91-36108,31,1,Re-Rank
56,MSC-A,168,clueweb12-0205wb-58-22399,32,1,Re-Rank
56,MSC-A,168,clueweb12-0100tw-78-09476,33,1,Re-Rank
56,MSC-A,168,clueweb12-0206wb-52-27006,34,1,Re-Rank
56,MSC-A,168,clueweb12-0000wb-61-31318,35,1,Re-Rank
56,MSC-A,168,clueweb12-0100wb-22-05909,36,1,Re-Rank
56,MSC-A,168,clueweb12-0001wb-56-31131,37,1,Re-Rank
56,MSC-A,168,clueweb12-0104wb-14-16241,38,1,Re-Rank
56,MSC-A,168,clueweb12-0001wb-70-25742,39,1,Re-Rank
56,MSC-A,168,clueweb12-0206wb-37-09651,40,1,Re-Rank
56,MSC-A,168,clueweb12-0209wb-43-05798,41,1,Re-Rank
56,MSC-A,168,clueweb12-0103wb-21-11850,42,1,Re-Rank
56,MSC-A,168,clueweb12-0207wb-24-29366,43,1,Re-Rank
56,MSC-A,168,clueweb12-0109wb-14-26983,44,1,Re-Rank
56,MSC-A,168,clueweb12-0102wb-31-12802,45,1,Re-Rank
56,MSC-A,168,clueweb12-0111wb-41-02463,46,1,Re-Rank
56,MSC-A,168,clueweb12-0006wb-44-15445,47,1,Re-Rank
56,MSC-A,168,clueweb12-0008wb-38-17370,48,1,Re-Rank
56,MSC-A,168,clueweb12-0102wb-80-11106,49,1,Re-Rank
56,MSC-A,168,clueweb12-0013wb-19-12379,50,1,Re-Rank
56,MSC-A,168,clueweb12-0003wb-69-03219,51,1,Re-Rank
56,MSC-A,168,clueweb12-0211wb-34-14980,52,1,Re-Rank
56,MSC-A,168,clueweb12-0003wb-43-28620,53,1,Re-Rank
56,MSC-A,168,clueweb12-0010wb-71-28333,54,1,Re-Rank
56,MSC-A,168,clueweb12-0002wb-63-21556,55,1,Re-Rank
56,MSC-A,168,clueweb12-0006wb-45-33081,56,1,Re-Rank
56,MSC-A,168,clueweb12-0102wb-15-25563,57,1,Re-Rank
56,MSC-A,168,clueweb12-0108wb-62-04532,58,1,Re-Rank
56,MSC-A,168,clueweb12-0201wb-72-02505,59,1,Re-Rank
56,MSC-A,168,clueweb12-0105wb-31-29715,60,1,Re-Rank
56,MSC-A,168,clueweb12-0107wb-30-07880,61,1,Re-Rank
56,MSC-A,168,clueweb12-0211wb-22-02229,62,1,Re-Rank
56,MSC-A,168,clueweb12-0211wb-57-33588,63,1,Re-Rank
56,MSC-A,168,clueweb12-0211wb-73-21918,64,1,Re-Rank
56,MSC-A,168,clueweb12-0207wb-77-31046,65,1,Re-Rank
56,MSC-A,168,clueweb12-0212wb-06-21891,66,1,Re-Rank
56,MSC-A,168,clueweb12-0209wb-66-29236,67,1,Re-Rank
56,MSC-A,168,clueweb12-0209wb-42-10176,68,1,Re-Rank
56,MSC-A,168,clueweb12-0200wb-97-01945,69,1,Re-Rank
56,MSC-A,168,clueweb12-0209wb-33-12812,70,1,Re-Rank
56,MSC-A,168,clueweb12-0209wb-83-00602,71,1,Re-Rank
56,MSC-A,168,clueweb12-0211wb-17-16726,72,1,Re-Rank
56,MSC-A,168,clueweb12-0209wb-50-03187,73,1,Re-Rank
56,MSC-A,168,clueweb12-0209wb-99-13584,74,1,Re-Rank
56,MSC-A,168,clueweb12-0005wb-31-35547,75,1,Re-Rank
56,MSC-A,168,clueweb12-0209wb-58-21101,76,1,Re-Rank
56,MSC-A,168,clueweb12-0010wb-97-24287,77,1,Re-Rank
56,MSC-A,168,clueweb12-0109wb-22-08490,78,1,Re-Rank
56,MSC-A,168,clueweb12-0011wb-49-01637,79,1,Re-Rank
56,MSC-A,168,clueweb12-0100wb-91-03674,80,1,Re-Rank
56,MSC-A,168,clueweb12-0209wb-91-06126,81,1,Re-Rank
56,MSC-A,168,clueweb12-0107wb-13-09403,82,1,Re-Rank
56,MSC-A,168,clueweb12-0211wb-11-17820,83,1,Re-Rank
56,MSC-A,168,clueweb12-0209wb-86-04428,84,1,Re-Rank
56,MSC-A,168,clueweb12-0212wb-14-29436,85,1,Re-Rank
56,MSC-A,168,clueweb12-0108wb-42-01819,86,1,Re-Rank
56,MSC-A,168,clueweb12-0012wb-64-09534,87,1,Re-Rank
56,MSC-A,168,clueweb12-0004wb-61-30347,88,1,Re-Rank
